Year,Month,Month Code,District Code,District,Number of Intercepts,Federally Participating Family Assistance Intercepts,Federally Participating Safety Net Non-Cash Intercepts,Federally Non-Participating Predetermined Grant/Aid to Dependent Children Intercepts,Federally Non-Participating Safety Net Cash Intercepts,Federally Non-Participating Safety Net Non-Cash Intercepts,Emergency Assistance for Families Intercepts,Excess Intercepts
2015,April,4,5,Cayuga,0,0,0,0,0,0,0,0
2015,April,4,6,Chautauqua,6,3109,0,0,3594.75,1143.5,0,0
2015,April,4,7,Chemung,0,0,0,0,0,0,0,0
2015,April,4,8,Chenango,0,0,0,0,0,0,0,0
2015,April,4,9,Clinton,1,0,0,0,0,0,333.32,0
2015,April,4,10,Columbia,0,0,0,0,0,0,0,0
2015,April,4,11,Cortland,1,0,0,0,0,0,71.48,0
2015,April,4,12,Delaware,0,0,0,0,0,0,0,0
2015,April,4,13,Dutchess,4,920,0,0,1360,0,0,0
2015,April,4,14,Erie,24,5747.95,0,0,8655.39,370.02,350,0
2015,April,4,15,Essex,2,0,0,0,126,173.36,144.64,0
2015,April,4,16,Franklin,1,0,0,0,0,0,103,0
2015,April,4,17,Fulton,1,0,0,0,490,0,0,0
2015,April,4,18,Genesee,2,625.25,0,0,0,0,0,0
2015,April,4,19,Greene,2,451.5,0,0,625,0,0,0
2015,April,4,20,Hamilton,0,0,0,0,0,0,0,0
2015,April,4,21,Herkimer,0,0,0,0,0,0,0,0
2015,April,4,22,Jefferson,1,0,0,0,0,0,109,0
2015,April,4,23,Lewis,0,0,0,0,0,0,0,0
2015,April,4,24,Livingston,3,750,0,0,527,0,273,0
2015,April,4,25,Madison,2,305.04,30.02,0,0,198.32,0,0
2015,April,4,26,Monroe,25,3408.6,0,0,12850.67,411.37,1960.8,0
2015,April,4,27,Montgomery,2,0,0,0,823.28,0,0,0
2015,April,4,28,Nassau,24,2387.25,0,0,4262.75,3314.88,729,0
2015,April,4,29,Niagara,0,0,0,0,0,0,0,0
2015,April,4,30,Oneida,5,562.41,0,0,473,0,392,0
2015,April,4,31,Onondaga,6,3412,0,0,630.5,0,0,0
2015,April,4,32,Ontario,1,0,0,0,0,413.15,0,0
2015,April,4,33,Orange,3,0,0,0,630,0,453,0
2015,April,4,34,Orleans,2,0,0,0,232.93,0,158.65,0
2015,April,4,35,Oswego,3,0,0,0,2345.5,0,0,0
2015,April,4,36,Otsego,0,0,0,0,0,0,0,0
2015,April,4,37,Putnam,3,0,0,0,961,675,0,0
2015,April,4,38,Rensselaer,6,557.6,0,0,418,0,1421.47,0
2015,April,4,39,Rockland,2,315,0,0,600,0,1175,0
2015,April,4,40,St. Lawrence,0,0,0,0,0,0,0,0
2015,April,4,41,Saratoga,4,0,0,0,1081.16,103,112.34,0
2015,April,4,42,Schenectady,6,0,0,0,326.07,0,1198.23,0
2015,April,4,43,Schoharie,0,0,0,0,0,0,0,0
2015,April,4,44,Schuyler,0,0,0,0,0,0,0,0
2015,April,4,45,Seneca,1,171,0,0,0,0,0,0
2015,April,4,46,Steuben,0,0,0,0,0,0,0,0
2015,April,4,47,Suffolk,27,2453.27,0,0,6276.97,1745,1859,500.4
2015,April,4,48,Sullivan,3,500,0,0,950,0,0,0
2015,April,4,49,Tioga,3,0,0,0,982.04,0,0,351.96
2015,April,4,50,Tompkins,6,578.93,0,0,1442.1,0,97.52,0
2015,April,4,51,Ulster,5,811,0,0,2789.75,0,0,0
2015,April,4,52,Warren,0,0,0,0,0,0,0,0
2015,April,4,53,Washington,1,0,0,0,0,0,266,0
2015,April,4,54,Wayne,2,971,0,0,0,350,0,0
2015,April,4,55,Westchester,38,4970.36,0,0,9940.16,605.8,5501.12,0
2015,April,4,56,Wyoming,1,0,0,0,0,0,197,0
2015,April,4,57,Yates,2,500,0,0,0,0,82,0
2015,April,4,66,New York City,460,53747.29,0,0,170024.39,37313.1,45189.47,980.86
2015,March,3,1,Albany,15,1881.99,0,0,3256.6,1354.49,1359.94,0
2015,March,3,2,Allegany,0,0,0,0,0,0,0,0
2015,March,3,3,Broome,5,500,0,0,839.27,0,745,0
2015,March,3,4,Cattaraugus,0,0,0,0,0,0,0,0
2015,March,3,5,Cayuga,2,2500,0,0,0,500,0,0
2015,March,3,6,Chautauqua,1,0,0,0,457.5,0,0,0
2015,March,3,7,Chemung,3,500,0,0,911.75,0,0,0
2015,March,3,8,Chenango,0,0,0,0,0,0,0,0
2015,March,3,9,Clinton,0,0,0,0,0,0,0,0
2015,March,3,10,Columbia,1,0,0,0,306.07,0,0,0
2015,March,3,11,Cortland,2,0,0,0,500,0,225,0
2015,March,3,12,Delaware,1,0,0,0,1125,0,0,0
2015,March,3,13,Dutchess,5,1611,0,0,1915.4,0,0,0
2015,March,3,14,Erie,17,2865.98,0,0,2895.11,678.5,1512.6,0
2015,March,3,15,Essex,0,0,0,0,0,0,0,0
2015,March,3,16,Franklin,0,0,0,0,0,0,0,0
2015,March,3,17,Fulton,0,0,0,0,0,0,0,0
2015,March,3,18,Genesee,1,0,0,0,500.5,0,0,0
2015,March,3,19,Greene,1,0,0,0,375.75,0,0,0
2015,March,3,20,Hamilton,0,0,0,0,0,0,0,0
2015,March,3,21,Herkimer,3,662.05,0,0,378.75,0,158.95,0
2015,March,3,22,Jefferson,0,0,0,0,0,0,0,0
2015,March,3,23,Lewis,0,0,0,0,0,0,0,0
2015,March,3,24,Livingston,3,862.71,0,0,951.5,0,592.19,0
2015,March,3,25,Madison,0,0,0,0,0,0,0,0
2015,March,3,26,Monroe,48,9945.18,1581.4,0,9732.35,322.56,3741.52,0
2015,March,3,27,Montgomery,2,0,0,0,1255,0,235,0
2015,March,3,28,Nassau,28,2761.57,0,0,10432.77,7878.75,3731.43,0
2015,March,3,29,Niagara,2,803,0,0,1212,0,0,0
2015,March,3,30,Oneida,3,1615.01,0,0,0,513.25,289,0
2015,March,3,31,Onondaga,14,711.24,0,0,3175.67,0,2738.08,0
2015,March,3,32,Ontario,3,954.13,0,0,0,1262.96,0,0
2015,March,3,33,Orange,8,3197.92,0,0,1729,0,320,0
2015,March,3,34,Orleans,1,0,0,0,164,0,0,0
2015,March,3,35,Oswego,1,158.33,0,0,0,0,0,0
2015,March,3,36,Otsego,0,0,0,0,0,0,0,0
2015,March,3,37,Putnam,1,0,0,0,149.52,0,0,0
2015,March,3,38,Rensselaer,7,1044.37,0,0,2691,0,561.63,0
2015,March,3,39,Rockland,6,0,0,0,1100,1328.5,368,0
2015,March,3,40,St. Lawrence,1,0,0,0,303.5,0,0,0
2015,March,3,41,Saratoga,2,0,0,0,558,463.02,0,0
2015,March,3,42,Schenectady,6,1269.4,0,0,0,1089.25,763.56,0
2015,March,3,43,Schoharie,0,0,0,0,0,0,0,0
2015,March,3,44,Schuyler,0,0,0,0,0,0,0,0
2015,March,3,45,Seneca,0,0,0,0,0,0,0,0
2015,March,3,46,Steuben,2,394.44,0,0,457,0,0,0
2015,March,3,47,Suffolk,20,2520.36,0,0,6224.61,589.67,1708.05,0
2015,March,3,48,Sullivan,3,658.13,0,0,303,0,0,0
2015,March,3,49,Tioga,5,1119.94,0,0,298,0,900,0
2015,March,3,50,Tompkins,3,166.5,0,0,1801.85,0,647.67,0
2015,March,3,51,Ulster,7,537.5,0,0,1475.67,0,0,159.86
2015,March,3,52,Warren,1,0,0,0,500,0,0,0
2015,March,3,53,Washington,0,0,0,0,0,0,0,0
2015,March,3,54,Wayne,2,0,0,0,1012.67,0,0,0
2015,March,3,55,Westchester,33,5715.34,303.02,0,4188.23,500,4201.72,0
2015,March,3,56,Wyoming,1,591.75,0,0,0,0,0,0
2015,March,3,57,Yates,0,0,0,0,0,0,0,0
2015,March,3,66,New York City,484,72907.1,0,0,185453.15,35716.23,37534.83,1089.72
2015,February,2,1,Albany,10,2929.14,0,0,1237,0,571.2,0
2015,February,2,2,Allegany,0,0,0,0,0,0,0,0
2015,February,2,3,Broome,9,106.25,237,0,4213.05,0,130,0
2015,February,2,4,Cattaraugus,0,0,0,0,0,0,0,0
2015,February,2,5,Cayuga,0,0,0,0,0,0,0,0
2015,February,2,6,Chautauqua,1,295.42,0,0,0,0,71.33,0
2015,February,2,7,Chemung,4,1001.74,0,0,0,1321,0,0
2015,February,2,8,Chenango,0,0,0,0,0,0,0,0
2015,February,2,9,Clinton,1,174,0,0,0,0,0,0
2015,February,2,10,Columbia,1,0,0,0,577.45,0,0,0
2015,February,2,11,Cortland,0,0,0,0,0,0,0,0
2015,February,2,12,Delaware,0,0,0,0,0,0,0,0
2015,February,2,13,Dutchess,4,0,0,0,2637,1065,0,0
2015,February,2,14,Erie,10,3846.14,0,0,2749.78,2645.22,64,0
2015,February,2,15,Essex,0,0,0,0,0,0,0,0
2015,February,2,16,Franklin,0,0,0,0,0,0,0,0
2015,February,2,17,Fulton,1,0,0,0,412.1,1510.9,0,0
2015,February,2,18,Genesee,3,212.65,0,0,524.77,401.55,188.35,0
2015,February,2,19,Greene,0,0,0,0,0,0,0,0
2015,February,2,20,Hamilton,0,0,0,0,0,0,0,0
2015,February,2,21,Herkimer,0,0,0,0,0,0,0,0
2015,February,2,22,Jefferson,0,0,0,0,0,0,0,0
2015,February,2,23,Lewis,0,0,0,0,0,0,0,0
2015,February,2,24,Livingston,2,0,0,0,412.88,0,64,0
2015,February,2,25,Madison,1,305.3,0,0,0,0,0,0
2015,February,2,26,Monroe,43,4623.83,1339.18,0,5775.43,9779.67,2061.22,0
2015,February,2,27,Montgomery,3,620,0,0,0,1000,0,0
2015,February,2,28,Nassau,20,1477,0,0,4237.47,2432.5,866.33,0
2015,February,2,29,Niagara,4,0,0,0,7343.03,445.25,0,0
2015,February,2,30,Oneida,5,819.68,0,0,1191.2,453.97,481.54,0
2015,February,2,31,Onondaga,6,679,0,0,937.59,0,347.16,0
2015,February,2,32,Ontario,7,456.18,0,0,1001.03,0,831.82,0
2015,February,2,33,Orange,5,804,0,0,450,1358,0,0
2015,February,2,34,Orleans,6,312.5,0,0,1216.94,468.5,200,0
2015,February,2,35,Oswego,0,0,0,0,0,0,0,0
2015,February,2,36,Otsego,0,0,0,0,0,0,0,0
2015,February,2,37,Putnam,0,0,0,0,0,0,0,0
2015,February,2,38,Rensselaer,10,1443,0,0,390.75,375,1758.84,0
2015,February,2,39,Rockland,5,320,0,0,1111.27,0,335.75,110.73
2015,February,2,40,St. Lawrence,4,1295.45,0,0,183,0,158.55,0
2015,February,2,41,Saratoga,3,73.06,0,0,0,0,704.87,0
2015,February,2,42,Schenectady,7,913.25,0,0,951,408,660,0
2015,February,2,43,Schoharie,0,0,0,0,0,0,0,0
2015,February,2,44,Schuyler,0,0,0,0,0,0,0,0
2015,February,2,45,Seneca,2,304.92,0,0,378.75,0,0,0
2015,February,2,46,Steuben,2,0,0,0,0,2976,0,0
2015,February,2,47,Suffolk,22,4518.75,0,0,6604.39,0,2072.28,0
2015,February,2,48,Sullivan,6,1655.22,0,0,0,0,163,0
2015,February,2,49,Tioga,3,399,0,0,200,0,0,0
2015,February,2,50,Tompkins,1,0,0,0,0,0,337.5,0
2015,February,2,51,Ulster,2,0,0,0,498.37,0,0,0
2015,February,2,52,Warren,0,0,0,0,0,0,0,0
2015,February,2,53,Washington,1,0,0,0,0,0,114,0
2015,February,2,54,Wayne,3,282,0,0,848.7,0,0,0
2015,February,2,55,Westchester,26,1600.38,0,0,4610.85,1237.38,4999,0
2015,February,2,56,Wyoming,0,0,0,0,0,0,0,0
2015,February,2,57,Yates,1,0,0,0,306,0,0,0
2015,February,2,66,New York City,532,69160.14,0,0,183288.26,46192.82,42711.85,313.05
2015,January,1,1,Albany,16,2753.67,0,0,3782.36,315.24,979.05,0
2015,January,1,2,Allegany,1,0,0,0,500,0,0,0
2015,January,1,3,Broome,2,545.72,918.96,0,738.66,350,0,0
2015,January,1,4,Cattaraugus,0,0,0,0,0,0,0,0
2015,January,1,5,Cayuga,1,0,0,0,0,500,0,0
2015,January,1,6,Chautauqua,2,0,0,0,4635,0,425,0
2015,January,1,7,Chemung,1,0,0,0,0,0,154,0
2015,January,1,8,Chenango,2,317.38,0,0,624.38,0,0,0
2015,January,1,9,Clinton,0,0,0,0,0,0,0,0
2015,January,1,10,Columbia,0,0,0,0,0,0,0,0
2015,January,1,11,Cortland,1,0,0,0,0,0,299,0
2015,January,1,12,Delaware,0,0,0,0,0,0,0,0
2015,January,1,13,Dutchess,3,0,0,0,296.12,0,0,70.88
2015,January,1,14,Erie,8,1597.5,0,0,1331.35,0,143,0
2015,January,1,15,Essex,0,0,0,0,0,0,0,0
2015,January,1,16,Franklin,0,0,0,0,0,0,0,0
2015,January,1,17,Fulton,3,500,0,0,655.5,0,0,0
2015,January,1,18,Genesee,1,0,0,0,0,563.39,0,0
2015,January,1,19,Greene,1,0,0,0,2500,0,0,0
2015,January,1,20,Hamilton,0,0,0,0,0,0,0,0
2015,January,1,21,Herkimer,1,0,0,0,0,0,93,0
2015,January,1,22,Jefferson,2,0,0,0,0,375,294,0
2015,January,1,23,Lewis,0,0,0,0,0,0,0,0
2015,January,1,24,Livingston,2,0,0,0,1079.25,0,0,0
2015,January,1,25,Madison,3,261.63,0,0,0,190.18,0,0
2015,January,1,26,Monroe,32,8344.63,350,0,5601.84,1907.75,765.69,0
2015,January,1,27,Montgomery,0,0,0,0,0,0,0,0
2015,January,1,28,Nassau,19,4118.91,0,0,3864.95,0,2276.25,0
2015,January,1,29,Niagara,3,261.48,0,0,1350,425,141.52,0
2015,January,1,30,Oneida,6,376.09,0,0,1007.15,0,542,0
2015,January,1,31,Onondaga,5,0,0,0,2834.93,564.8,1085.2,0
2015,January,1,32,Ontario,5,2050,0,0,7720,0,183,0
2015,January,1,33,Orange,8,3546.44,0,0,1905.4,0,665.54,0
2015,January,1,34,Orleans,0,0,0,0,0,0,0,0
2015,January,1,35,Oswego,3,1215,0,0,500,600,0,0
2015,January,1,36,Otsego,0,0,0,0,0,0,0,0
2015,January,1,37,Putnam,0,0,0,0,0,0,0,0
2015,January,1,38,Rensselaer,3,503,0,0,379.41,0,96,0
2015,January,1,39,Rockland,2,0,0,0,0,0,962,0
2015,January,1,40,St. Lawrence,2,0,0,0,756,0,0,0
2015,January,1,41,Saratoga,4,0,0,0,527.5,0,502,0
2015,January,1,42,Schenectady,7,1050.57,0,0,1976,0,547.46,0
2015,January,1,43,Schoharie,1,0,0,0,0,0,0,0
2015,January,1,44,Schuyler,0,0,0,0,0,0,0,0
2015,January,1,45,Seneca,0,0,0,0,0,0,0,0
2015,January,1,46,Steuben,0,0,0,0,0,0,0,0
2015,January,1,47,Suffolk,32,3712.5,0,0,9363.93,2328.35,814.02,0
2015,January,1,48,Sullivan,0,0,0,0,0,0,0,0
2015,January,1,49,Tioga,1,0,0,0,348.43,0,0,0
2015,January,1,50,Tompkins,0,0,0,0,0,0,0,0
2015,January,1,51,Ulster,1,293.18,0,0,250.82,0,0,0
2015,January,1,52,Warren,1,0,0,0,0,0,129.55,0
2015,January,1,53,Washington,3,0,0,0,1250,0,412.45,0
2015,January,1,54,Wayne,1,762,0,0,0,0,0,0
2015,January,1,55,Westchester,13,1386.88,0,0,2482.91,342,745.8,0
2015,January,1,56,Wyoming,1,0,0,0,0,0,68,0
2015,January,1,57,Yates,2,450,0,0,311.25,0,0,0
2015,January,1,66,New York City,376,37652.7,0,0,170326.1,31700.69,33841.33,173.97
2014,December,12,1,Albany,6,0,0,0,1645.4,335.5,182.74,0
2014,December,12,2,Allegany,0,0,0,0,0,0,0,0
2014,December,12,3,Broome,3,1250,0,0,304.5,500,0,0
2014,December,12,4,Cattaraugus,2,0,0,0,498.87,0,0,0
2014,December,12,5,Cayuga,0,0,0,0,0,0,0,0
2014,December,12,6,Chautauqua,3,517.02,0,0,1583.98,0,0,0
2014,December,12,7,Chemung,1,0,0,0,0,0,0,0
2014,December,12,8,Chenango,0,0,0,0,0,0,0,0
2014,December,12,9,Clinton,0,0,0,0,0,0,0,0
2014,December,12,10,Columbia,1,0,0,0,205,0,0,0
2014,December,12,11,Cortland,1,0,0,0,0,750,0,0
2014,December,12,12,Delaware,0,0,0,0,0,0,0,0
2014,December,12,13,Dutchess,2,961,0,0,1250,0,0,0
2014,December,12,14,Erie,17,2153.75,0,0,3585.88,0,670,0
2014,December,12,15,Essex,0,0,0,0,0,0,0,0
2014,December,12,16,Franklin,1,349,0,0,0,0,0,0
2014,December,12,17,Fulton,0,0,0,0,0,0,0,0
2014,December,12,18,Genesee,2,0,0,0,0,668.64,339.63,0
2014,December,12,19,Greene,0,0,0,0,0,0,0,0
2014,December,12,20,Hamilton,0,0,0,0,0,0,0,0
2014,December,12,21,Herkimer,0,0,0,0,0,0,0,0
2014,December,12,22,Jefferson,0,0,0,0,0,0,0,0
2014,December,12,23,Lewis,0,0,0,0,0,0,0,0
2014,December,12,24,Livingston,0,0,0,0,0,0,0,0
2014,December,12,25,Madison,1,0,0,0,0,0,500,0
2014,December,12,26,Monroe,21,7321.58,0,0,4039.77,1930.5,700.7,0
2014,December,12,27,Montgomery,6,1761,0,0,310,0,677,0
2014,December,12,28,Nassau,20,1890.3,273.79,0,6958.05,2644.1,1284.81,0
2014,December,12,29,Niagara,1,347,0,0,0,0,0,0
2014,December,12,30,Oneida,0,0,0,0,0,0,0,0
2014,December,12,31,Onondaga,6,0,0,0,1492.76,0,677.84,0
2014,December,12,32,Ontario,5,126.25,0,0,524.25,751.97,76,0
2014,December,12,33,Orange,5,1600,0,0,1269.88,0,0,0
2014,December,12,34,Orleans,0,0,0,0,0,0,0,0
2014,December,12,35,Oswego,1,0,0,0,350,0,0,0
2014,December,12,36,Otsego,1,0,0,0,89,0,0,0
2014,December,12,37,Putnam,0,0,0,0,0,0,0,0
2014,December,12,38,Rensselaer,1,0,0,0,0,0,414,0
2014,December,12,39,Rockland,6,0,0,0,1650,457.4,1720.75,0
2014,December,12,40,St. Lawrence,1,159,0,0,0,0,0,0
2014,December,12,41,Saratoga,6,0,0,0,2940.75,0,0,0
2014,December,12,42,Schenectady,7,0,0,0,2938.03,0,620.63,0
2014,December,12,43,Schoharie,0,0,0,0,0,0,0,0
2014,December,12,44,Schuyler,0,0,0,0,0,0,0,0
2014,December,12,45,Seneca,0,0,0,0,0,0,0,0
2014,December,12,46,Steuben,2,0,0,0,592,303,0,0
2014,December,12,47,Suffolk,20,2440.3,0,0,5746.51,477.5,1749.49,0
2014,December,12,48,Sullivan,4,1393,0,0,441,400,0,0
2014,December,12,49,Tioga,2,0,0,0,641.6,0,0,0
2014,December,12,50,Tompkins,0,0,0,0,0,0,0,0
2014,December,12,51,Ulster,2,0,0,0,1145,0,408,0
2014,December,12,52,Warren,1,0,0,0,0,5027.5,0,0
2014,December,12,53,Washington,5,0,0,0,350,1850.01,330.5,0
2014,December,12,54,Wayne,0,0,0,0,0,0,0,0
2014,December,12,55,Westchester,22,10751.62,0,0,7428.04,4983.04,1340.4,0
2014,December,12,56,Wyoming,1,0,0,0,0,0,98,0
2014,December,12,57,Yates,1,0,0,0,0,0,183,0
2014,December,12,66,New York City,417,68397.78,0,0,203465.87,33693.59,41806.87,0
2014,November,11,1,Albany,12,1312.92,0,0,3532.32,962.6,1070,0
2014,November,11,2,Allegany,0,0,0,0,0,0,0,0
2014,November,11,3,Broome,4,0,0,0,2200,369,0,0
2014,November,11,4,Cattaraugus,0,0,0,0,0,0,0,0
2014,November,11,5,Cayuga,1,0,0,0,349,0,0,0
2014,November,11,6,Chautauqua,1,0,0,0,137,0,0,0
2014,November,11,7,Chemung,1,0,0,0,166,0,0,0
2014,November,11,8,Chenango,0,0,0,0,0,0,0,0
2014,November,11,9,Clinton,0,0,0,0,0,0,0,0
2014,November,11,10,Columbia,0,0,0,0,0,0,0,0
2014,November,11,11,Cortland,1,0,0,0,0,0,281,0
2014,November,11,12,Delaware,0,0,0,0,0,0,0,0
2014,November,11,13,Dutchess,3,1800.25,0,0,566.9,0,0,0
2014,November,11,14,Erie,17,1061,0,0,6297.71,3802,893.07,0
2014,November,11,15,Essex,0,0,0,0,0,0,0,0
2014,November,11,16,Franklin,0,0,0,0,0,0,0,0
2014,November,11,17,Fulton,0,0,0,0,0,0,0,0
2014,November,11,18,Genesee,3,166,0,0,678.04,0,0,0
2014,November,11,19,Greene,0,0,0,0,0,0,0,0
2014,November,11,20,Hamilton,0,0,0,0,0,0,0,0
2014,November,11,21,Herkimer,0,0,0,0,0,0,0,0
2014,November,11,22,Jefferson,1,0,0,0,0,0,374,0
2014,November,11,23,Lewis,0,0,0,0,0,0,0,0
2014,November,11,24,Livingston,2,0,0,0,799,0,81,0
2014,November,11,25,Madison,0,0,0,0,0,0,0,0
2014,November,11,26,Monroe,25,4772.14,0,0,8178.85,6649.5,1069.66,0
2014,November,11,27,Montgomery,1,0,0,0,750,0,0,0
2014,November,11,28,Nassau,17,2082.75,0,0,4918.79,259.5,1612.01,0
2014,November,11,29,Niagara,2,638,0,0,0,0,0,0
2014,November,11,30,Oneida,6,0,0,0,3847.59,0,518,0
2014,November,11,31,Onondaga,7,2997.03,0,0,1017,902.97,763,0
2014,November,11,32,Ontario,2,0,0,0,0,464.88,221,0
2014,November,11,33,Orange,5,1855,0,0,1438,0,0,0
2014,November,11,34,Orleans,0,0,0,0,0,0,0,0
2014,November,11,35,Oswego,1,0,0,0,0,450,0,0
2014,November,11,36,Otsego,0,0,0,0,0,0,0,0
2014,November,11,37,Putnam,3,0,0,0,0,460,305.22,304.78
2014,November,11,38,Rensselaer,4,206.54,0,0,2.31,0,1200.15,0
2014,November,11,39,Rockland,4,0,0,0,1143.5,0,600,0
2014,November,11,40,St. Lawrence,2,0,0,0,760,0,291,0
2014,November,11,41,Saratoga,2,0,0,0,1512.16,0,190,0
2014,November,11,42,Schenectady,5,420,0,0,557.47,0,933.85,461.13
2014,November,11,43,Schoharie,0,0,0,0,0,0,0,0
2014,November,11,44,Schuyler,1,437,0,0,0,0,0,0
2014,November,11,45,Seneca,1,0,0,0,539.88,0,0.12,0
2014,November,11,46,Steuben,1,0,0,0,500,0,0,0
2014,November,11,47,Suffolk,22,0,0,0,9159.52,66.62,1908.31,0
2014,November,11,48,Sullivan,4,243,0,0,1214.17,0,0,0
2014,November,11,49,Tioga,0,0,0,0,0,0,0,0
2014,November,11,50,Tompkins,0,0,0,0,0,0,0,0
2014,November,11,51,Ulster,6,2363.5,0,0,2701,0,253,0
2014,November,11,52,Warren,1,302.44,0,0,10.69,0,0,0
2014,November,11,53,Washington,0,0,0,0,0,0,0,0
2014,November,11,54,Wayne,3,500,0,0,2584.22,0,0,0
2014,November,11,55,Westchester,16,1754.13,0,0,5035.3,1417.75,1043.1,0
2014,November,11,56,Wyoming,1,0,0,0,0,333.57,0,0
2014,November,11,57,Yates,0,0,0,0,0,0,0,0
2014,November,11,66,New York City,433,61488.43,0,0,182140.57,18748.85,40305.06,1749.5
2014,October,10,1,Albany,12,2259.73,190.93,0,2506.14,0,976,0
2014,October,10,2,Allegany,0,0,0,0,0,0,0,0
2014,October,10,3,Broome,3,310,0,0,653.5,0,0,0
2014,October,10,4,Cattaraugus,0,0,0,0,0,0,0,0
2014,October,10,5,Cayuga,1,9.57,0,0,0,0,0,0
2014,October,10,6,Chautauqua,0,0,0,0,0,0,0,0
2014,October,10,7,Chemung,0,0,0,0,0,0,0,0
2014,October,10,8,Chenango,0,0,0,0,0,0,0,0
2014,October,10,9,Clinton,0,0,0,0,0,0,0,0
2014,October,10,10,Columbia,0,0,0,0,0,0,0,0
2014,October,10,11,Cortland,1,456.5,0,0,0,0,0,0
2014,October,10,12,Delaware,0,0,0,0,0,0,0,0
2014,October,10,13,Dutchess,1,82,0,0,0,0,0,0
2014,October,10,14,Erie,12,4902.84,0,0,1266.5,850,439.68,0
2014,October,10,15,Essex,0,0,0,0,0,0,0,0
2014,October,10,16,Franklin,0,0,0,0,0,0,0,0
2014,October,10,17,Fulton,2,0,0,0,382,0,0,0
2014,October,10,18,Genesee,2,286.09,0,0,393.6,0,189.23,0
2014,October,10,19,Greene,2,259.43,0,0,182.57,0,320.5,0
2014,October,10,20,Hamilton,0,0,0,0,0,0,0,0
2014,October,10,21,Herkimer,1,930.09,0,0,600.41,0,0,0
2014,October,10,22,Jefferson,1,0,0,0,0,345,0,0
2014,October,10,23,Lewis,0,0,0,0,0,0,0,0
2014,October,10,24,Livingston,0,0,0,0,0,0,0,0
2014,October,10,25,Madison,3,362.76,0,0,0,0,869.71,0
2014,October,10,26,Monroe,22,5093.96,0,0,11677.74,1177.06,2827.19,0
2014,October,10,27,Montgomery,0,0,0,0,0,0,0,0
2014,October,10,28,Nassau,15,1508,0,0,6811.79,500,530,0
2014,October,10,29,Niagara,0,0,0,0,0,0,0,0
2014,October,10,30,Oneida,8,81.33,0,0,921.96,1005,593.57,0
2014,October,10,31,Onondaga,6,0,0,0,2016.88,0,200,0
2014,October,10,32,Ontario,4,1750,0,0,200,0,223.37,0
2014,October,10,33,Orange,6,1936,0,0,4129.16,6231.09,0,0
2014,October,10,34,Orleans,3,218.73,0,0,203,373.25,0,0
2014,October,10,35,Oswego,0,0,0,0,0,0,0,0
2014,October,10,36,Otsego,1,0,0,0,750,0,0,0
2014,October,10,37,Putnam,2,0,0,0,2169,1250,0,0
2014,October,10,38,Rensselaer,4,1750.13,0,0,1758.73,0,0,0
2014,October,10,39,Rockland,4,742.95,0,0,675,800,157.05,0
2014,October,10,40,St. Lawrence,2,0,0,0,2043.85,0,0,0
2014,October,10,41,Saratoga,1,0,0,0,0,0,0,0
2014,October,10,42,Schenectady,7,336,0,0,2433,0,372,0
2014,October,10,43,Schoharie,1,0,0,0,0,0,229.16,0
2014,October,10,44,Schuyler,2,0,0,0,300,0,147,0
2014,October,10,45,Seneca,0,0,0,0,0,0,0,0
2014,October,10,46,Steuben,0,0,0,0,0,0,0,0
2014,October,10,47,Suffolk,34,2414.01,0,0,10815.5,426.37,2863.07,292.01
2014,October,10,48,Sullivan,4,634.7,0,0,500,0,0,0
2014,October,10,49,Tioga,1,0,0,0,0,0,253,0
2014,October,10,50,Tompkins,0,0,0,0,0,0,0,0
2014,October,10,51,Ulster,2,382.8,0,0,372.25,0,0,0
2014,October,10,52,Warren,2,0,0,0,0,750,287,0
2014,October,10,53,Washington,0,0,0,0,0,0,0,0
2014,October,10,54,Wayne,0,0,0,0,0,0,0,0
2014,October,10,55,Westchester,20,3107.17,0,0,7339.57,2002.95,1330.03,0
2014,October,10,56,Wyoming,0,0,0,0,0,0,0,0
2014,October,10,57,Yates,0,0,0,0,0,0,0,0
2014,October,10,66,New York City,405,53488.78,305,0,141210.17,25213.45,33409.16,567.95
2014,September,9,1,Albany,12,1408.25,162.5,0,1524.44,5366.63,1131,0
2014,September,9,2,Allegany,1,0,0,0,275.25,0,187.5,0
2014,September,9,3,Broome,3,861,0,0,0,0,318.5,0
2014,September,9,4,Cattaraugus,2,0,0,0,0,0,294,0
2014,September,9,5,Cayuga,1,0,0,0,350,0,0,0
2014,September,9,6,Chautauqua,4,27.98,0,0,1500,0,387.02,0
2014,September,9,7,Chemung,0,0,0,0,0,0,0,0
2014,September,9,8,Chenango,1,0,191.83,0,0,0,0,0
2014,September,9,9,Clinton,0,0,0,0,0,0,0,0
2014,September,9,10,Columbia,3,208.59,0,0,677.5,0,212.41,0
2014,September,9,11,Cortland,0,0,0,0,0,0,0,0
2014,September,9,12,Delaware,0,0,0,0,0,0,0,0
2014,September,9,13,Dutchess,2,0,0,0,609.53,527.5,0,0
2014,September,9,14,Erie,12,4886.32,0,0,3239,1654.25,527.18,0
2014,September,9,15,Essex,1,0,0,0,0,0,270,0
2014,September,9,16,Franklin,0,0,0,0,0,0,0,0
2014,September,9,17,Fulton,0,0,0,0,0,0,0,0
2014,August,8,22,Jefferson,1,0,0,0,50,0,0,0
